term,use_count,N
voorlijsten,1,1
voorlopers,5,1
voormolens,1,1
voormolenliggers,1,1
voormolenlopers,1,1
voorpanden,1,1
voorramen,1,1
voorschortreeën,1,1
voorslagen,1,1
voorslagblokken,1,1
voorslagbuilen,1,1
voorslagbulen,1,1
voorslagfonteinijzers,1,1
voorslaggoeden,1,1
voorslagharen,1,1
voorslagheien,1,1
voorslagladen,1,1
voorslagmeelbakken,1,1
voorslagsblokken,1,1
voorslagstaanders,1,1
voorslagvuisters,1,1
voorslagwangijzers,1,1
voorslagwiggen,1,1
voorspleten,1,1
voorvelgen,1,1
voorwaterloopdekken,1,1
voorzomers,1,1
voorzomen,1,1
vorkhefbomen,2,1
vorkstutten,1,1
vormen,1,1
vorstbalken,1,1
vrijhangen,1,1
vuisten,1,1
vuisters,19,1
vuisterkaartjes,1,1
vuisterkommen,1,1
vuisterpannen,1,1
vuisterplaten,1,1
vuisterringen,1,1
vuisterroerijzers,1,1
vuistwiggen,2,1
vulgewichten,1,1
vulhouten,1,1
vulklossen,1,1
vullingblokken,1,1
vulplankjes,1,1
vulstukken,1,1
W,125,1
waaierijen,1,1
waaierpompen,1,1
waaiertjes,1,1
wachtdeuren,1,1
wachtkleppen,1,1
wachtkozijnen,1,1
wachtvatten,1,1
wafels,1,1
wagenschotten,1,1
wagenschotslee-hoofden,1,1
walpennen,1,1
walpinnen,1,1
walstoepen,1,1
wandrachtigen,1,1
wangijzers,1,1
wanwichtigen,1,1
wanzolders,1,1
wapeningen,12,1
warven,2,1
warmwaterketels,1,1
wasborden,1,1
washeien,1,1
wasschijven,1391,1
wasschommels,1,1
wasschroeven,1,1
wasschuiven,1,1
wasstampers,1,1
waterassen,7,1
waterasgaten,1,1
wateraslagers,1,1
waterbakken,8,1
waterbedden,1,1
waterborden,1,1
waterdorpels,1,1
waterhollen,1,2
waterketels,1,1
waterlagers,1,1
waterlijsten,1,2
waterloopdekken,1,1
waterloopmuren,1,1
waterpeluwen,1,1
waterradgevels,1,1
waterrechten,1,1
waterschermen,1,1
waterstoelen,1,1
waterstoepen,1,1
waterstraalblaastoestels,1,1
waterturbines,4,1
waterwielen,1,1
waterzolders,1,1
weegbanden,1,1
weerstijlen,1,1
wentelassen,1,1
wentelasbanden,1,1
wentelaslagers,1,1
wentelasspaken,1,1
wentellagers,1,1
wentelwielen,1,1
werkmansstoeltjes,1,1
werkschoepen,1,1
werveltjes,1,1
wiegen,3,1
wieken,1,1
wiekborden,1,1
wiekenkruizen,1,1
wiekenstels,1,1
wielen,1,2
wielbakken,1,1
wiellichamen,1,1
wielnaven,1,2
wielschijven,1,1
wielwiggen,1,1
wierdijken,1,1
wiggebandjes,1,1
wiggenbakken,1,1
wigkanten,1,1
wigsleuven,1,1
wijzers,1,1
wikkelmachines,1,1
wikkelmolens,1,1
windasrepen,1,1
windastrommels,1,1
windbladen,1,1
windborden,1,1
winddeuren,1,1
winderijen,1,1
winderijrollen,1,1
windgemalen,1,1
windhaken,1,1
windhanen,1,1
windkoppels,1,1
windluiken,1,1
windpijpen,1,1
windradlageringen,1,1
windradnaven,1,1
windradpotten,1,1
windrozen,1,1
windroosassen,1,1
windroosstoelen,1,1
windschoren,1,1
windwerken,1,1
windwervels,1,1
wipstokkettingen,1,1
wipzagen,1,1
wolfjes,1,1
wolfsbalken,1,1
wolfsdaken,1,1
wolfskeepers,1,1
wolfskepers,1,1
worghoutjes,1,1
worgtouwen,1,1
wormassen,1,1
wormwielen,1,1
worteleinden,1,1
wouters,1,1
wouterhoutjes,1,1
wouterlatjes,1,1
woutermannetjes,1,1
wrijfbakken,1,1
wrijfklampen,1,1
wrijfklossen,1,1
wringers,1,1
wroeters,1,1
X,1,1
Y,1,1
Z,91,1
zaadbakken,1,1
zaadmeelbakken,1,1
zaagbladen,1,1
zaagbokken,1,1
zaagmachines,5,1
zaagmoleneilanden,1,1
zaagschuren,4,1
zaagselkotten,1,1
zaagsleden,3,1
zaagwerken,1,1
zadelbalken,1,1
zadeldaken,1,1
zakgoten,2,1
zakkenbanken,1,1
zakkenbokken,1,1
zakkengoten,1,1
zakkenhaakjes,1,1
zakkenheffers,1,1
zakkenkloppers,1,1
zakkensullen,1,1
zakkentangen,1,1
zakketels,1,1
zakophouders,1,1
zandstroken,1,2
zandvangen,1,2
zandzeven,1,1
zeven,3,1
zeefborstels,1,1
zeefkasten,1,1
zeefmachines,1,1
zeeften,1,1
zeeftrommels,1,1
zeilwieken,1,1
zelfzwichtklepjes,1,1
zeskantraderen,1,1
zeverijen,1,1
zeverijkrukken,1,1
zifterijen,1,1
zijbinten,1,1
zijkerven,1,1
zijplaten,1,1
zogijzers,1,1
zolderliggers,1,1
zolderwagens,1,1
zomers,1,1
zomerzeilen,1,1
zonneblokken,1,1
zoomlatten,1,1
zuig-blaasapparaten,1,1
zuigbuizen,2,1
zuigfilters,1,1
zuigpijpen,1,1
zuigventielen,1,1
zuilen,160,1
zwaaibilsels,1,1
zwaaihaken,1,1
zwaaipanden,1,1
zwaaipandsels,1,1
zwaaipijpen,1,1
zwaaischerpsels,1,1
zwaardstijlen,1,1
zwaardstukken,1,1
zwafelhuizen,1,1
zwanenhalsen,1,2
zwengels,1,1
zwenkgoten,1,1
zwichtbalkassen,1,1
zwichtbomen,1,1
zwichthefbomen,1,1
zwichtkasten,1,1
zwichtkastarmen,1,1
zwichtkettingen,1,1
zwichtkettinggewichten,1,1
zwichtkleppen,1,1
zwichtkniehefbomen,1,1
zwichtlatten,1,1
zwichtmechanismen,1,1
zwichtsleepringen,1,1
zwichtstangen,1,1
zwichtstanggeleiders,1,1
zwichtstangheugels,1,1
zwichtstokken,1,1
zwingelhokken,1,1
zwingelhouten,1,1
zwingelkasten,1,1
zwingelplanken,1,1
zwingelspanen,1,1
zwingelwielen,1,1
pleisterwerken,1,1
Piscines,1,1
plinten,1,1
tubuli,1,1
bakstenen,4,1
beelden,21,1
dakloden,1,1
deuvels,1,1
doopvonten,3,1
friezen,3,1
goten,3,1
palen,1,1
mortels,1,1
beschoeiingen,1,1
haardstenen,3,1
huttelemen,1,1
eesttegels,3,1
hypocausttegels,2,1
tegulamammati,1,1
plavuizen,33,1
wandtegel,23,1
majolica's,1,1
kacheltegels,9,1
lavabo's,9,1
mozaieken,1,1
vlechtwerken,38,1
steenblokken,1,1
houtskolen,1,1
schroten,1,2
waterwegen,56,1
aquaducten,44,1
singelgrachten,1,1
vestinggrachten,7,1
hoofdgrachten,1,1
droge grachten,1,1
natte grachten,2,1
cunetten,1,1
ravelijnsgrachten,1,1
voorgrachten,1,1
dokken,3,1
nat dokken,1,1
Droogdok,5,1
dokhavens,1,1
entrepothavens,1,1
jachthavens,1,1
defensiekanalen,1,1
stroomkanalen,1,1
verbindingskanalen,1,1
vaarten,1,1
tenten,11,1
tentonderdelen,1,1
tentringen,1,1
tentharingen,1,1
tentstokken,1,1
tentzeilen,1,1
agrarische gebouwen,11,1
boerenerven,2791,1
noordelijke huisgroepen,5,1
kop-hals-rompboerderijen,267,1
kop-rompboerderijen,64,1
stelpboerderijen,41,1
stolpboerderijen,400,1
hallehuisgroepen,8,1
los hoezen,57,1
T-huisboerderijen,19,1
krukhuisboerderijen,59,1
langgevelboerderijen,224,1
hoekgevelboerderijen,3,1
Zuid-Limburgse boerderijen,2,1
gesloten hoeven,1,1
schuren (agrarisch),14,1
langsdeelschuren,2,1
middenlangsdeelschuren,1,1
dwarsdeelschuren,11,1
stolpschuren,1,1
Vlaamse schuren,52,1
doorrijschuren,1,1
schoppen,5,1
Groninger schuren,1,1
kapschuren,1,1
vloedschuren,103,1
Friese schuren,1,1
wagenschuren,128,1
Twentse schuren,1,1
karnhuizen,171,1
bakhuizen,1313,1
eenroeders,2,1
zaadbergen,1,1
steltenbergen,1,1
schuurbergen,9,1
tweeroeders,1,1
drieroeders,1,1
vierroeders,1,1
vijfroeders,1,1
zesroeders,1,1
koekoekbergen,1,1
hooihuizen,29,1
pannenhooihuizen,1,1
roggebergen,1,1
wierbergen,1,1
boenstoepen,2,1
boenhokken,5,1
akkerbouwboerderijen,1,1
beltboerderijen,1,1
café-boerderijen,1,1
duinboerderijen,1,1
dwarsdeelboerderijen,1,1
dwarshuisboerderijen,1,1
gorechtstypen,1,1
grondtastypen,1,1
herenboerderijen,3,1
jachtboerderijen,1,1
kaasboerderijen,1,1
kameeldakboerderijen,1,1
kampeerboerderijen,1,1
kasteelboerderijen,2,1
kasteelhoeven,1,1
kloosterboerderijen,1,1
krimpenboerderijen,1,1
langhuisboerderijen,2,1
langhuisstelpen,1,1
langsdeelboerderijen,1,1
meerkapsboerderijen,1,1
melkveeboerderijen,2,1
modelboerderijen,3,1
oldambtster boerderijen,2,1
ontginningsboerderijen,1,1
pachtboerderijen,1,1
polderboerderijen,1,1
proefboerderijen,2,1
saksische boerderijen,2,1
stelpen,1,1
tolhuisboerderijen,1,1
vakwerboerderijen,3,1
villaboerderijen,72,1
voerdeeltypen,1,1
voergangtypen,1,1
winkelhaakboerderijen,1,1
Noordhollandse typen,2,1
afgeleide Noordhollandse typen,1,1
Westfriese typen,3,1
afgeleide Westfriese typen,1,1
gekeerde Westfriese typen,1,1
westerwoldstypen,1,1
fokkerijgebouwen,4,1
paardenfokkerijen,1,1
pelsdierenfokkerijen,1,1
pluimveefokkerijen,1,1
imkerijen,2,1
mesterijgebouwen,3,1
kalvermesterijen,1,1
varkensmesterijen,1,1
kassen,27,1
kwekerijgebouwen,3,1
viskwekerijen,2,1
potstallen,2,1
veestallen,42,1
Friese stallen,1,1
grupstallen,1,1
Hollandse stallen,1,1
kalverstallen,1,1
koeienstallen,30,1
middenstallen,1,1
noodstallen,1,1
paardestallen,1,1
renpaardenstalllen,1,1
stoepstallen,1,1
varkensstallen,2,1
zijpotstallen,1,1
bedieningsgebouwen,9,1
baanwachtershuizen,1,1
brugwachtershuisjes,1,1
havenwachterswoningen,1,1
seinhuisjes,1,1
sluiswachtershuisjes,1,1
spuihuizen,3,1
vuurtorenwachtershuizen,1,1
begraafplaatsen,2121,1
algemene begraafplaatsen,1,1
dierenbegraafplaatsen,1,1
erebegraafplaatsen,1,1
hervormde begraafplaatsen,1,1
Israëlitische begraafplaatsen,1,1
Joodse begraafplaatsen,9,1
katholieke begraafplaatsen,1,1
kloosterbegraafplaatsen,1,1
particuliere begraafplaatsen,2,1
bestuursgebouwen,29,1
admiraliteitsgebouwen,1,1
ambassades,13,1
buurtposten,1,1
consulaten,1,1
departementen,1,1
gemeenlandshuizen,2,1
gemeentelijk bestuursgebouwen,1,1
gezantschapsgebouwen,1,1
gouvernementshuizen,9,1
kanselarijen,1,1
landsbestuursgebouwen,1,1
legaties,1,1
parlementsgebouwen,3,1
polderhuizen,1,1
prinsenhoven,1,1
regeringsgebouwen,1,1
stadstorens,2,1
waterschapshuizen,1,1
vergadercentra,2,1
vergaderzalen,2,1
crematoria,6,1
columbaria,1,1
mortuaria,3,1
rouwcentra,1,1
uitvaartcentra,1,1
cultuurgebouwen,32,1
dierenverblijven,11,1
aquaria,3,1
bijenkorven,1,1
ezelschuren,1,1
kennels,1,1
kippenrennen,1,1
menagerieen,2,1
vogelkooien,8,1
eendenhuizen,1,1
eendekooien,4,1
duivenhokken,1,1
faisanderieen,1,1
fazantenparken,1,1
pauwenverblijven,1,1
volières,3,1
varkenshokken,1,1
art-houses,1,1
artoteken,1,1
balletstudio's,1,1
beeldentuinen,1,1
universiteitsbibliotheken,1,1
bioscopen,5,1
concertgebouwen,2,1
cultureel centra,1,1
kunsttempels,1,1
kunstverzamelingsgebouwen,1,1
leeszalen,1,1
muziekoepela,1,1
muziektenten,1,1
operagebouwen,1,1
panopticums,1,1
panorama's,4,1
pinacotheken,1,1
planetaria,2,1
prentenkabinetten,1,1
schouwburgen,8,1
studio's,5,1
filmstudio's,1,1
muziekstudio's,1,1
radiostudio's,1,1
televisiestudio's,1,1
tentoonstellingsgebouwen,1,1
muziektheaters,1,1
toneelgebouwen,1,1
zendmasten,6,1
zendstations,1,1
gerechtsgebouwen,28,1
ambachtshuizen,3,1
cellencomplexen,3,1
dinghuizen,1,1
drostenhuizen,1,1
gevangenissen,359,1
jeugdgevangenissen,1,1
gevangeniscomplexen,1,1
grietenijhuizen,1,1
huizen van bewaring,1,1
kantongerechtsgebouwen,1,1
opvoedingsgestichten,1,1
rasphuizen,1,1
rechtbanken,1,1
rechthuizen,1,1
schandpalen,1,1
schepenhuizen,1,1
scholltenhuizen,1,1
spinhuizen,2,1
tuchthuizen,1,1
werkhuizen,1,1
horecagebouwen,18,1
automatieken,1,1
boden,1,1
cabaretten,1,1
cafetaria's,3,1
ijssallons,1,1
melksalons,2,1
cafés,14,1
café-chantants,1,1
café-restaurants,4,1
koffiehuizen,2,1
nachtcafés,1,1
stadswijnhuizen,1,1
strandpaviljoenen,1,1
theepaviljoenen,1,1
theeschenkerijen,1,1
theetuinen,1,1
wijntapperijen,1,1
wijnhuizen,1,1
gelagkamers,1,1
dorpsherbergen,1,1
jeugdherbergen,1,1
stadsherbergen,1,1
hotel-café-restaurants,1,1
hotel-restaurants,1,1
logies,1,1
logementen,11,1
pensions,1,1
kantines,1,1
motels,1,1
restaurants,10,1
eethuizen,3,1
lunchrooms,1,1
mensae,1,1
nachtrestaurants,1,1
oesterhuizen,1,1
pannekoekenhuizen,1,1
stationsrestauraties,1,1
handelsgebouwen,28,1
banken van lening,1,1
effectenbanken,1,1
handelsbanken,1,1
hypotheekbanken,1,1
incassobanken,2,1
kredietbanken,1,1
spaarbanken,1,1
wisselbanken,1,1
bazaars,1,1
diamantbeurzen,1,1
effectenbeurzen,1,1
goederenbeurzen,1,1
jaarbeurzen,2,1
korenbeurzen,1,1
schippersbeurzen,1,1
tabaksbeurzen,1,1
compagniegebouwen,1,1
factorijen,1,1
kamers van koophandel,1,1
keurhuizen,1,1
markten,36,1
marktgebouwen,6,1
vismarkten,1,1
vleesmarkten,2,1
muntgebouwen,6,1
reisbureaus,1,1
scheepvaarthuizen,1,1
uitgeverijen,2,1
veilinggebouwen,6,1
bloemenveilingen,5,1
groentenveilingen,1,1
kunstveilingen,1,1
visafslagen,1,1
visbanken,2,1
wagen,23,1
boterwagen,1,1
weegbruggen,2,1
weeghuisjes,1,1
administratiegebouwen,1,1
kantoren,35,1
belastingkantoren,2,1
douanekantoren,1,1
expeditiekantoren,1,1
girokantoren,1,1
goudkantoren,3,1
groothandelskantoren,1,1
grenskantoren,1,1
handelskantoren,1,1
havenkantoren,2,1
hoofdpostkantoren,1,1
mijnpolitiekantoren,1,1
rederijkantoren,1,1
stadsdeelraadkantoren,1,1
stadskantoren,1,1
scheepvaartkantoren,1,1
verzekeringskantoren,2,1
blokhuizen,3,1
commandoposten,2,1
corps de garde,1,1
eerste-hulpposten,1,1
fouragegebouwen,1,1
geschutremises,1,1
groepsschuilplaatsen,1,1
hefkoepels,1,1
luchtdoelremises,1,1
luchtwachttorens,2,1
mijnenmagazijnen,1,1
munitiedepots,2,1
kruithuizen,27,1
kruittorens,1,1
observatietorens,1,1
observatieposten,1,1
piramiden,1,1
schuilkelders,1,1
vuurleidingsposten,1,1
zoeklichtremises,1,1
bureelgebouwen,1,1
cavalleriekazernes,4,1
grensbataljonkazernes,1,1
infanteriekazernes,1,1
marechausseekazernes,1,1
legeringsgebouwen,1,1
officiersmessen,1,1
provoosten,1,1
sectorparken,1,1
schildwachthuisjes,1,1
torpedo-opslagplaatsen,1,1
vliegtuighangars,2,1
wachtgebouwen,3,1
hoofdwachten,1,1
ruiterwachten,1,1
wachttorens,5,1
waarnemingsposten,1,1
wapendepots,4,1
affuitloodsen,1,1
arsenalen,2,1
nijverheidsgebouwen,39,1
bedrijfsbrandweerkazernes,1,1
beeldhouwersateliers,1,1
benzinestations,7,1
benzinepompen,1,1
blushuizen,1,1
confectieateliers,1,1
constructiewerkplaatsen,1,1
elektro-technischbedrijven,1,1
aardewerkfabrieken,23,1
alcoholfabrieken,1,1
asfaltfabrieken,1,1
azijnfabrieken,1,1
baaifabrieken,1,1
bakkerijen,8,1
banketbakkerijen,1,1
suikerbakkerijen,2,1
tegelbakkerijen,1,1
betonfabrieken,2,1
bierbrouwerijen,5,1
gruithuizen,1,1
blauwselfabrieken,1,1
blikfabrieken,1,1
boterfabrieken,1,1
branderijen,2,1
koffiebranderijen,1,1
broodfabrieken,1,1
buskruitfabrieken,1,1
cacaofabrieken,13,1
cementfabrieken,2,1
chemicaliënfabrieken,1,1
chocoladefabrieken,2,1
cichoreifabrieken,1,1
cokesfabrieken,1,1
confectiefabrieken,1,1
conservenfabrieken,1,1
dakpannenfabrieken,3,1
dekkledenfabrieken,1,1
diamantslijperijen,2,1
distilleerderijen,2,1
eest,1,1
drogerijen,1,1
drukkerijen,1,1
emailleerfabrieken,1,1
emballagefabrieken,1,1
gasfabrieken,4,1
geelgieterijen,1,1
geschutgieterijen,1,1
kopergieterijen,1,1
lettergieterijen,1,1
loodgieterijen,1,1
tingieterijen,1,1
ijzergieterijen,1,1
glasblazerijen,1,1
glasfabrieken,1,1
gloeilampenfabrieken,1,1
goud- en zilverfabrieken,1,1
gresbuizenfabrieken,1,1
grutterijen,1,1
handelsdrukkerijen,1,1
hoepelmakerijen,1,1
ijsfabrieken,1,1
ijzerfabrieken,1,1
kaarsenfabrieken,1,1
kaarsenmakerijen,3,1
kaasfabrieken,1,1
kalkbranderijen,3,1
kalkfabrieken,1,1
kartonfabrieken,1,1
katoenfabrieken,2,1
kistenmakerijen,1,1
kleifabrieken,1,1
koekfabrieken,1,1
koffiefabrieken,1,1
kolenmijnen,1,1
kuiperijen,1,1
kunstzijdefabrieken,1,1
lakenfabrieken,1,1
lakfabrieken,1,1
leerfabrieken,1,1
levensmiddelenfabrieken,1,1
lijmfabrieken,1,1
lijnmeelfabrieken,1,1
linoleumfabrieken,1,1
looierijen,3,1
leerlooierijen,2,1
kuiplooierijen,1,1
luciferfabrieken,1,1
maalderijen,2,1
machinefabrieken,1,1
mandenmakerijen,1,1
margarinefabrieken,2,1
meekrapfabrieken,1,1
meelfabrieken,2,1
melkfabrieken,1,1
metaalfabrieken,1,1
meubelfabrieken,2,1
meubelmakerijen,4,1
mineraalwaterfabrieken,1,1
mosterdfabrieken,1,1
mouterijen,1,1
oliefabrieken,1,1
papierfabrieken,1,1
pellerijen,4,1
gerstpellerijen,1,1
koffiepellerijen,1,1
rijstpellerijen,1,1
plateelfabrieken,1,1
porceleinfabrieken,1,1
rijstfabrieken,1,1
rijwielfabrieken,1,1
rokerijen,1,1
roterijen,1,1
rubberfabrieken,2,1
scheepstuigerijen,1,1
schoenenfabrieken,1,1
schoenmakerijen,1,1
sigarenfabrieken,1,1
sigarenmakerijen,1,1
sigarettenfabrieken,1,1
koperslagerijen,1,1
olieslagerijen,1,1
goudsmederijen,1,1
grofsmederijen,1,1
hoefsmederijen,1,1
ijzersmelterijen,5,1
zilversmederij,1,1
spinnerijen,4,1
katoenspinnerijen,1,1
kamgarenspinnerijen,1,1
wolspinnerijen,1,1
steenfabrieken,367,1
steenhouwerijen,3,1
stijfselfabrieken,1,1
stijlmakerijen,1,1
stoomfabrieken,1,1
strokartonfabrieken,1,1
stokerijen,3,1
likeurstokerijen,1,1
vernisstokerijen,1,1
stroopfabrieken,1,1
suikerfabrieken,13,1
suikerraffinaderijen,1,1
suikerwerkfabrieken,2,1
taanderijen,1,1
tabakskerverijen,1,1
tapijtfabrieken,1,1
textiefabrieken,1,1
theepakkerijen,1,1
timmerfabrieken,2,1
timmermanswerkplaatsen,2,1
timmerwerven,1,1
touwfabrieken,2,1
touwslagerijen,1,1
tricotagefabrieken,1,1
turfstrooiselfabrieken,1,1
veevoederfabrieken,1,1
verffabrieken,3,1
vernisfabrieken,1,1
katoenververijen,1,1
lakenververijen,2,1
vlasfabrieken,1,1
vlasroterijen,1,1
vlasserijen,1,1
vleesverwerkingsfabrieken,1,1
wagenmakerijen,1,1
wasserijen,2,1
wolwasserijen,1,1
wasmiddelenfabrieken,1,1
weverijen,8,1
damastweverijen,1,1
katoenweverijen,1,1
lakenweverijen,1,1
tapijtweverijen,2,1
tricotageweverijen,1,1
wolververijen,1,1
wolfabrieken,1,1
zagerijen,2,1
houtzagerijen,4,1
zeepfabrieken,1,1
zeepziederijen,2,1
zinkfabrieken,1,1
zoutziederijen,1,1
zuivelfabrieken,3,1
gemalen,27,1
poldergemalen,2,1
pompgemalen,1,1
rioolgemalen,1,1
schepradgemalen,1,1
vijzelgemalen,1,1
dieselgemalen,1,1
electrisch gemalen,1,1
motorgemalen,1,1
stoomgemalen,10,1
houtbewerkingsbedrijven,1,1
industriestraten,1,1
ketelhuizen,1,1
kleermakersateliers,3,1
koeltorens,2,1
klokhuistorens,1,1
kunstschildersateliers,1,1
landbouwmechanisatiebedrijven,1,1
lithografie-inrichtingen,1,1
luchtschachten,1,1
machinegebouwen,1,1
machinehuizen,1,1
machinekamers,3,1
meterhuisjes,1,1
molens,7295,1
molenfuncties,15,1
amalgamatiemolen,1,1
biksteenmolen,1,1
boerengemaal,1,1
kopermolen,1,1
korenmolen,23,1
mosterdmolen,8,1
oliemolen,4,1
vernismolen,1,1
wanmolen,3,1
molentypes,24,1
achtkante grondzeiler,2,1
achtkante molen,1,1
axiale turbine,1,1
achtkante beltmolen,1,1
stenen beltmolen,1,1
bovenmolen,1,1
bovenslagmolen,1,1
dorsmolen,21,1
kettingmolen,1,1
middenslagmolen,2,1
ronde molen,1,1
rosmolen,259,1
spinnekopmolen,2,1
gesloten standerdmolen,1,1
halfgesloten standerdmolen,1,1
open standerdmolen,1,1
achtkante stellingmolen,59,1
stenen grondzeiler,1,1
stenen molen,11,1
stenen stellingmolen,1,1
turbinemolen,12,1
watervluchtmolen,2,1
wipmolen,911,1
wipwatermolen,111,1
diermolens/mensmolens,5,1
handmolens,2,1
tredmolens,14,1
hondenmolens,3,1
rosmolens,48,1
watermolens,1594,1
turbinemolens,16,1
bovenslagmolens,165,1
middenslagmolens,168,1
onderslagmolens,146,1
getijdenmolens,28,1
schipmolens,5,1
watervluchtmolens,14,1
windmolens,12709,1
grondzeilers,3366,1
zeskante grondzeilers,1,1
twaalfkante grondzeilers,1,1
ronde stenen grondzeilers,1,1
beltmolens,442,1
zeskante beltmolens,1,1
achtkante beltmolens,1,1
zestienkante beltmolens,1,1
ronde stenen beltmolens,1,1
stellingmolens,4302,1
zeskante stellingmolens,1,1
achtkante stellingmolens,3,1
ronde stenen stellingmolens,1,1
standerdmolens,289,1
open standerdmolens,1,1
halfgesloten standerdmolens,1,1
gesloten standerdmolens,1,1
wipmolens,336,1
wipmolens met stelling,3,1
spinnenkoppen,2,1
spinnenkoppen met stelling,1,1
paltrokken,1,1
torenmolens,93,1
tjaskers,48,1
paaltjaskers,23,1
boktjaskers,13,1
staarttjaskers,1,1
windmotors,3,1
Amerikaanse windmotors,1,1
bosmanmolentjes,1,1
weidemolens,45,1
aanbrengertjes,1,1
windturbines,15,1
industriemolens,96,1
vijzelmolens,1,1
amalgamatiemolens,1,1
armenmolens,1,1
baggermolens,1,1
barietmolens,1,1
beender(meel)molens,1,1
biksteenmolens,1,1
bloemmolens,1,1
boerengemalen,1,1
boormolens,1,1
buskruitmolens,1,1
cacaomolens,1,1
cementmolens,1,1
chicoreimolens,1,1
doppemolens,1,1
dorsmolens,1,1
draadtrekkerijen,1,1
druivenmolens,1,1
eekmolens,2,1
emmerkettingen,1,1
examenmolens,1,1
gipsmolens,1,1
glazuurmolens,1,1
grutmolens,2,1
hamermolens,1,1
hennepmolens,5,1
hennepkloppers,1,1
hennepkloppers-molens,1,1
hennepkoeksmolens,1,1
hennepwrijfmolens,1,1
horecamolens,1,1
houtmolens,1,1
huishoudmolens,1,1
ijzermolens,1,1
instructiemolens,1,1
kanonboormolens,1,1
kipmolens,1,1
kleimolens,2,1
klopmolentjes,1,1
knikkermolens,1,1
koffiemolens,1,1
kopermolens,1,1
korenmolens,8319,1
krijtmolens,1,1
kruitmolens,5,1
leermolens,1,1
lijmkokerijen,1,1
loodwitmolens,1,1
marmermolens,1,1
mosterdmolens,1,1
moutmolens,16,1
oliemolens,155,1
dubbele oliemolens,1,1
linkse oliemolens,1,1
olijfoliemolens,1,1
papiermolens,19,1
blauwpapiermolens,1,1
grauwpapiermolens,1,1
witpapiermolens,1,1
pelmolens,346,1
pepermolens,1,1
petmolens,1,1
papierpetmolens,1,1
pleistermolens,1,1
polijstmolens,1,1
porseleinmolens,1,1
prutmolens,1,1
ratelaarmolens,1,1
rijstpelmolens,1,1
roggemolens,1,1
rouwmolens,1,1
runmolens,16,1
ruwmolens,1,1
schalien(kloof)molens,1,1
schelpzandmolens,1,1
schelpmolens,1,1
schobbermolens,1,1
schorsmolens,1,1
snuifmolens,11,1
specerijmolens,1,1
textielmolen,8,1
duivelmolens,1,1
handtwijnmolens,1,1
kaardemolens,1,1
kaardingmolens,1,1
volmolens,12,1
wolmolens,1,1
zijdemolens,1,1
suikermolens,2,1
trasmolens,9,1
ventilatiemolens,1,1
verfmolens,6,1
blauwselmolens,1,1
verfhoutmolens,1,1
vernismolens,1,1
verswatermolens,1,1
vlasmolens,1,1
walserijen,1,1
wanmolens,1,1
wasserijmolens,4,1
blekerijen,1,1
wedemolens,1,1
witleerlooierijen,1,1
woonmolens,1,1
zaagmolens,155,1
houtzaagmolens,92,1
deelzagers,1,1
eikenzagers,1,1
lattenzagers,1,1
veerzagers,1,1
wagenschotzagers,1,1
zomerzagers,1,1
steenzaagmolens,1,1
zaagselmolens,1,1
zeemtouwersmolens,1,1
zeisensmidsen,1,1
zoutmolens,1,1
zwingelmolens,1,1
schepradmolens,1,1
middenkruiers,2,1
bovenkruiers,4,1
onderkruiers,1,1
binnenkruiers,1,1
buitenkruiers,1,1
middelmolens,1,1
seinmolens,1,1
motorzaagmolens,1,1
waterradmolens,1,1
windwatermolens,3,1
poldermolens,4021,1
boezemmolens,92,1
bovenmolens,1,1
strijkmolens,4,1
ondermolens,2,1
wateropvoermolens,1,1
peilmolens,1,1
molengang,18,1
roedenloodsen,1,1
mouthuizen,1,1
restauratie-ateliers,1,1
schachtgebouwen,1,1
slachthuizen,1,1
touwbanen,1,1
was- en strijkinrichtingen,1,1
wasserettes,1,1
werfgebouwen,1,1
nutsgebouwen,17,1
elektriciteitscentrales,2,1
filtergebouwen,1,1
gashouders,1,1
gasmengstations,1,1
hoogspanningsmasten,1,1
hoogtorenstations,1,1
pompstations,1,1
regulateurshuizen,1,1
retorten,1,1
schakelstations,2,1
telescopische gashouders,1,1
transformatorgebouwen,1,1
waterstations,1,1
watertorens,4,1
bedrijfswatertorens,1,1
fabriekswatertorens,1,1
waterzuiveringen,1,1
zuiveringshuizen,1,1
faculteitsgebouw,1,1
auditoria,3,1
aula's,1,1
campussen,5,1
collegezalen,1,1
instructielaboratoria,1,1
kinderdagverblijven,4,1
opleidingscentra,1,1
peutercrêches,1,1
schoolbarakken,1,1
akademies voor bouwkunst,1,1
basisscholen,3,1
kleuterscholen,1,1
lagere scholen,1,1
bewaarscholen,2,1
christelijke scholen,1,1
daltonscholen,1,1
dorpsscholen,1,1
HBS-scholen,1,1
handelsscholen,1,1
hoekscholen,1,1
hogescholen,3,1
conservatoria,1,1
kweekscholen,1,1
huishoudscholen,1,1
islamitische scholen,1,1
jenaplanscholen,1,1
jezuïetencolleges,1,1
jezuïetenscholen,1,1
katholieke scholen,1,1
LOM-scholen,1,1
lyceums,1,1
MULO-scholen,1,1
Middelbare scholen,4,1
ambachtsscholen,2,1
atheneums,1,1
gymnasiums,2,1
latijnse scholen,1,1
montessorischolen,1,1
muziekscholen,1,1
noodscholen,1,1
openluchtscholen,2,1
openbare scholen,1,1
parochiescholen,1,1
peuterscholen,1,1
